model_id,topic,question,option_A,option_B,option_C,option_D,answer,explanation
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-fp16-gguf,Female reproductive endocrinology,"A 30-year-old woman presents with amenorrhea and galactorrhea. Her prolactin level is elevated.
What is the most likely cause of her symptoms?",Hypothyroidism,Pituitary adenoma,Polycystic ovary syndrome,Premature ovarian failure,B,"A: - Incorrect: Hypothyroidism can cause elevated prolactin, but it does not explain the amenorrhea and galactorrhea.
B: - Correct: A pituitary adenoma is the most likely cause of elevated prolactin and symptoms of amenorrhea and galactorrhea.
C: - Incorrect: Polycystic ovary syndrome can cause amenorrhea, but it does not explain the elevated prolactin.
D: - Incorrect: Premature ovarian failure can cause amenorrhea, but it does not explain the elevated prolactin."
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-fp16-gguf,Male reproductive endocrinology,"A 40-year-old man presents with gynecomastia and decreased libido. His testosterone is low, and his LH and FSH are normal.
What is the most likely cause of his symptoms?",Hypogonadotropic hypogonadism,Hyperprolactinemia,Klinefelter syndrome,Testicular failure,B,"A: - Incorrect: Hypogonadotropic hypogonadism would cause low LH and FSH, not normal levels.
B: - Correct: Hyperprolactinemia can cause hypogonadism and gynecomastia.
C: - Incorrect: Klinefelter syndrome typically causes low testosterone and elevated FSH and LH.
D: - Incorrect: Testicular failure would cause low testosterone and elevated LH and FSH."
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-fp16-gguf,"Obesity, lipids & nutrition","A 40-year-old woman presents with fatigue, weight gain, and constipation. Her TSH is elevated, and her free T4 is low.
What is the most appropriate treatment?",Levothyroxine,Methimazole,Propylthiouracil,Radioactive iodine,A,"A: - Correct: Levothyroxine is the treatment of choice for hypothyroidism.
B: - Incorrect: Methimazole is used to treat hyperthyroidism.
C: - Incorrect: Propylthiouracil is used to treat hyperthyroidism.
D: - Incorrect: Radioactive iodine is used to treat hyperthyroidism."
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-fp16-gguf,Endocrine neoplasia & hereditary syndromes,"A 40-year-old woman with a history of MEN2A presents with a palpable thyroid nodule.
What is the most appropriate next step in management?",Fine-needle aspiration (FNA) of the thyroid nodule,Total thyroidectomy,Observation and follow-up,Radioactive iodine therapy,B,"A: - Incorrect: FNA is not the first step in managing thyroid nodules in MEN2A due to the high risk of medullary thyroid cancer.
B: - Correct: Total thyroidectomy is the treatment of choice for medullary thyroid cancer in MEN2A, even in the absence of symptoms.
C: - Incorrect: Observation is not appropriate due to the aggressive nature of medullary thyroid cancer in MEN2A.
D: - Incorrect: Radioactive iodine therapy is not effective for medullary thyroid cancer, which is not iodine-avid."
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-fp16-gguf,Pediatric endocrinology & growth/puberty,"A 12-year-old boy presents with a height gain of 10 cm over the past year. His bone age is advanced by 2 years.
What is the most likely cause of his accelerated growth?",Precocious puberty,Growth hormone excess,Hypothyroidism,Cushing's syndrome,A,"A: - Correct: Precocious puberty is characterized by early onset of puberty and accelerated growth, often with advanced bone age.
B: - Incorrect: Growth hormone excess typically causes increased growth velocity but does not usually lead to advanced bone age.
C: - Incorrect: Hypothyroidism can cause growth retardation and delayed bone age.
D: - Incorrect: Cushing's syndrome can cause growth suppression and decreased bone density."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,Diabetes mellitus & hypoglycemia,"A 60-year-old woman with type 2 diabetes presents with confusion and sweating. Her blood glucose is 40 mg/dL.
What is the most appropriate initial treatment?",Administer oral glucose,Give intravenous glucose,Administer insulin,Increase carbohydrate intake,A,"A: - Correct: Oral glucose is the first-line treatment for mild hypoglycemia in alert patients.
B: - Incorrect: Intravenous glucose is used for severe hypoglycemia or when the patient is unable to take oral glucose.
C: - Incorrect: Insulin is used to treat hyperglycemia, not hypoglycemia.
D: - Incorrect: Increasing carbohydrate intake is not appropriate for hypoglycemia."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,Thyroid disorders,"A 45-year-old woman presents with fatigue, weight gain, and constipation. Her TSH is elevated, and free T4 is low.
What is the most appropriate treatment?",Levothyroxine,Methimazole,Radioactive iodine,Thyroidectomy,A,"A: - Correct: Levothyroxine is the treatment of choice for hypothyroidism.
B: - Incorrect: Methimazole is used to treat hyperthyroidism, not hypothyroidism.
C: - Incorrect: Radioactive iodine is used to treat hyperthyroidism, not hypothyroidism.
D: - Incorrect: Thyroidectomy is used to treat hyperthyroidism or thyroid cancer, not hypothyroidism."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,Adrenal disorders,"A 45-year-old woman presents with central obesity, moon facies, and purple striae. Her 24-hour urinary free cortisol is elevated.",Cushing's disease,Cushing's syndrome,Primary hyperaldosteronism,Pheochromocytoma,A,"A: - Correct: Cushing's disease is caused by a pituitary adenoma secreting ACTH, leading to elevated cortisol levels.
B: - Incorrect: Cushing's syndrome refers to the clinical manifestations of excess cortisol, but it does not specify the cause.
C: - Incorrect: Primary hyperaldosteronism presents with hypertension and hypokalemia, not the features seen in this patient.
D: - Incorrect: Pheochromocytoma presents with episodic hypertension, headaches, and palpitations, not the features seen in this patient."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,Pituitary & hypothalamic disorders,"A 45-year-old woman presents with galactorrhea and amenorrhea. Her prolactin level is elevated.
What is the most likely cause of her symptoms?",Pituitary adenoma,Hypothyroidism,Pregnancy,Hyperprolactinemia,A,"A: - Correct: A pituitary adenoma is the most common cause of elevated prolactin levels and galactorrhea.
B: - Incorrect: Hypothyroidism can cause elevated prolactin, but it is not the most likely cause in this case.
C: - Incorrect: Pregnancy can cause elevated prolactin, but it is not the most likely cause in this case.
D: - Incorrect: Hyperprolactinemia is a symptom, not a cause, of galactorrhea and amenorrhea."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,"Calcium, parathyroid & metabolic bone disease","A 60-year-old woman with a history of osteoporosis presents with fatigue, bone pain, and constipation. Her calcium level is 11.5 mg/dL, and her PTH is elevated.",Primary hyperparathyroidism,Secondary hyperparathyroidism,Vitamin D deficiency,Hypercalcemia of malignancy,A,"A: - Correct: Primary hyperparathyroidism is characterized by elevated calcium and PTH levels, often due to a parathyroid adenoma.
B: - Incorrect: Secondary hyperparathyroidism is typically seen in chronic kidney disease and is associated with low calcium and elevated PTH.
C: - Incorrect: Vitamin D deficiency can cause secondary hyperparathyroidism, but it would not explain the elevated calcium levels.
D: - Incorrect: Hypercalcemia of malignancy is usually associated with low PTH levels and is often seen in cancer patients."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,Female reproductive endocrinology,"A 28-year-old woman presents with secondary amenorrhea, galactorrhea, and a history of a pituitary tumor. Her prolactin levels are elevated.",MRI of the pituitary,Serum prolactin levels,Thyroid function tests,FSH and LH levels,A,"MRI of the pituitary is the next step in evaluating a pituitary tumor, which is the most likely cause of hyperprolactinemia in this patient."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,Male reproductive endocrinology,"A 45-year-old male presents with decreased libido, fatigue, and weight gain. His serum testosterone is low, and LH and FSH are also low.",Primary hypogonadism,Secondary hypogonadism,Klinefelter syndrome,Kallmann syndrome,B,"A: - Incorrect: Primary hypogonadism would show elevated LH and FSH due to testicular failure.
B: - Correct: Secondary hypogonadism is characterized by low testosterone and low or inappropriately normal LH and FSH, indicating a pituitary or hypothalamic issue.
C: - Incorrect: Klinefelter syndrome is a form of primary hypogonadism with elevated LH and FSH.
D: - Incorrect: Kallmann syndrome is a form of hypogonadotropic hypogonadism, but it typically presents with low LH and FSH, not normal levels."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,"Obesity, lipids & nutrition",A 50-year-old male with a BMI of 32 has a fasting glucose of 115 mg/dL and an HbA1c of 6.2%. He has no history of diabetes.,Pre-diabetes,Type 2 diabetes,Metabolic syndrome,Impaired glucose tolerance,A,"A: - Correct: The patient's elevated fasting glucose and HbA1c indicate pre-diabetes.
B: - Incorrect: Type 2 diabetes is diagnosed with a fasting glucose of 126 mg/dL or higher or an HbA1c of 6.5% or higher.
C: - Incorrect: Metabolic syndrome requires at least three of the following criteria: abdominal obesity, elevated triglycerides, low HDL, high blood pressure, and elevated fasting glucose.
D: - Incorrect: Impaired glucose tolerance is diagnosed with an oral glucose tolerance test, not fasting glucose or HbA1c."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,Endocrine neoplasia & hereditary syndromes,A 45-year-old woman with a family history of endocrine tumors presents with recurrent kidney stones and elevated calcium levels. Genetic testing reveals a MEN1 mutation.,What is the most likely diagnosis?,What is the most appropriate next step in management?,What is the most common endocrine tumor associated with MEN1?,What is the risk of developing pancreatic neuroendocrine tumors in MEN1?,A,"A: - Correct: The presence of hypercalcemia, kidney stones, and a family history of endocrine tumors, along with a MEN1 mutation, strongly suggests Multiple Endocrine Neoplasia type 1 (MEN1).
B: - Incorrect: While screening for other endocrine tumors is important, the most appropriate next step is to address the hypercalcemia and manage the parathyroid adenoma.
C: - Incorrect: Parathyroid adenomas are the most common endocrine tumor in MEN1, not pancreatic neuroendocrine tumors.
D: - Incorrect: The risk of developing pancreatic neuroendocrine tumors in MEN1 is around 40%, not 70%."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-fp16-gguf,Pediatric endocrinology & growth/puberty,"A 12-year-old boy presents with delayed puberty. His bone age is 10 years, and his height is at the 25th percentile. His father had a late puberty.",Constitutional delay in growth and adolescence,Hypogonadotropic hypogonadism,Klinefelter syndrome,Growth hormone deficiency,A,"A: - Correct: Constitutional delay in growth and adolescence is characterized by delayed puberty and bone age, often with a family history of late puberty.
B: - Incorrect: Hypogonadotropic hypogonadism would show low testosterone and gonadotropins, which are not indicated here.
C: - Incorrect: Klinefelter syndrome typically presents with tall stature, small testes, and infertility, which are not seen here.
D: - Incorrect: Growth hormone deficiency would show poor growth velocity and low IGF-1 levels, which are not indicated here."
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Diabetes mellitus & hypoglycemia,"A 45-year-old woman presents with fatigue, weight gain, and cold intolerance. Her TSH is elevated, and her free T4 is low.
What is the most appropriate treatment?",Levothyroxine,Methimazole,Propylthiouracil,Radioactive iodine,A,"A: - Correct: Levothyroxine is the treatment of choice for hypothyroidism.
B: - Incorrect: Methimazole is used to treat hyperthyroidism, not hypothyroidism.
C: - Incorrect: Propylthiouracil is used to treat hyperthyroidism, not hypothyroidism.
D: - Incorrect: Radioactive iodine is used to treat hyperthyroidism, not hypothyroidism."
